"4世紀後半からヤマト王権は、列島主要部の支配を固めるとともに武器・農具の原料である鉄資源を求めて朝鮮半島への進出を開始した。","j-hist"
"権力集中化への最大の契機は、7世紀後半の百済復興戦争における敗北であり、倭国内の諸勢力は国制整備を進めることで一致し、権力集中化が急速に進み始めた。","j-hist"
"王土王民思想に基づく律令制は、天皇とその官僚による一元的な支配を志向しており、民衆に対しては編戸制・班田制・租庸調制・軍団兵士制などの支配が行われた。","j-hist"
"平安前期には古墳時代の地方首長層に出自する古来の国造一族から任命された郡司階層の没落と百姓階層の分化が一層進み、前代から引き続いた律令国家体制に限界が生じていた。","j-hist"
"源頼朝を首長とする鎌倉幕府は、治承・寿永の乱で勝利して平氏政権を打倒し、その過程で守護・地頭補任権を獲得し、朝廷（公家政権）と並びうる政権へと成長した。","j-hist"
"この地域の本州は北アメリカプレートに載っており、西からはユーラシアプレート、東からは太平洋プレートに押されて隆起した奥羽山脈が中央を南北に走っている。","j-geo"
"関東地方は東北地方の南、中部地方の東に位置する。北と西は山地に、東と南は海に囲まれた日本で一番広い関東平野を中心とした地域である。","j-geo"
"その境界をフォッサマグナといい新潟県糸魚川市と静岡県静岡市を結んだ線がその西縁とされ糸魚川静岡構造線と呼ばれる。","j-geo"
"近畿地方は中部地方の西、中国地方の東。中央構造線が紀伊半島をほぼ東西に横切っている。","j-geo"
"中国地方は本州の西部と瀬戸内海の島々の一部、日本海の島々からなる。","j-geo"
"クォークは、現在の実験的事実から内部構造を持たないとされており、レプトン、ゲージ粒子およびヒッグス粒子とともに標準模型を構成する素粒子のグループである。","science"
"暗黒物質とは、天文学的現象を説明するために考えだされた「質量は持つが、光学的に直接観測できない」とされる、仮説上の物質である。","science"
"万有引力または万有引力の法則とは、「地上において質点が地球に引き寄せられるだけではなく、この宇宙においてはどこでも全ての質点は互いに重力を及ぼしあっている」とする考え方、概念、法則のことである。","science"
"特殊相対性理論とは、慣性運動する観測者が電磁気学的現象および力学的現象をどのように観測するかを記述する、物理学上の理論である。","science"
"量子力学は、一般相対性理論と同じく現代物理学の根幹を成す理論として知られ、主として分子や原子、あるいはそれを構成する電子など、微視的な物理現象を記述する力学である。","science"
