53,admin.,divorced,secondary,no,26,yes,no,cellular,7,may,56,1,359,1,failure,no
36,technician,married,secondary,no,191,no,no,cellular,31,aug,69,1,-1,0,unknown,no
58,technician,divorced,secondary,no,-123,no,no,cellular,5,aug,131,2,-1,0,unknown,no
26,student,single,secondary,no,-147,no,no,unknown,4,jun,95,2,-1,0,unknown,no
34,technician,single,secondary,no,179,no,no,cellular,19,aug,294,3,-1,0,unknown,no
55,blue-collar,married,primary,no,1086,yes,no,cellular,6,may,146,1,272,2,failure,no
55,blue-collar,married,secondary,no,471,yes,no,unknown,30,may,58,2,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,105,yes,no,unknown,28,may,249,2,-1,0,unknown,no
41,entrepreneur,divorced,secondary,no,1588,yes,yes,unknown,20,jun,10,8,-1,0,unknown,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes
28,blue-collar,single,secondary,no,2700,no,no,cellular,3,feb,337,4,-1,0,unknown,no
41,technician,married,secondary,no,1602,yes,no,cellular,2,jun,142,1,-1,0,unknown,no
30,admin.,married,tertiary,no,0,yes,no,cellular,24,jul,209,2,-1,0,unknown,no
39,technician,married,unknown,no,839,no,no,unknown,30,may,825,2,-1,0,unknown,no
41,admin.,married,secondary,no,21515,yes,no,unknown,5,jun,87,1,-1,0,unknown,no
36,technician,married,secondary,no,5902,yes,no,unknown,23,may,219,4,-1,0,unknown,no
37,management,married,tertiary,no,547,yes,yes,unknown,21,may,143,1,-1,0,unknown,no
59,self-employed,married,tertiary,no,3800,no,yes,cellular,9,jul,70,1,-1,0,unknown,no
26,technician,single,secondary,no,261,yes,no,unknown,27,may,371,2,-1,0,unknown,no
43,technician,married,secondary,no,0,yes,yes,cellular,4,feb,539,8,204,5,failure,no
42,management,married,secondary,yes,-34,no,no,cellular,5,feb,176,1,-1,0,unknown,no
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,3,-1,0,unknown,yes
31,admin.,married,secondary,no,5,yes,yes,cellular,16,jul,101,7,-1,0,unknown,no
43,unemployed,married,secondary,no,3529,no,no,cellular,5,feb,169,2,-1,0,unknown,no
48,blue-collar,single,tertiary,no,2330,yes,no,unknown,4,jun,15,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,1334,yes,no,cellular,20,apr,234,5,-1,0,unknown,no
32,self-employed,married,tertiary,no,3601,no,no,cellular,22,aug,171,15,-1,0,unknown,no
45,technician,married,tertiary,no,265,no,no,cellular,28,aug,14,3,-1,0,unknown,no
52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes
37,self-employed,married,secondary,no,487,no,yes,cellular,27,aug,155,15,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,580,1,173,1,failure,no
36,services,single,secondary,no,174,yes,no,unknown,7,may,223,2,-1,0,unknown,no
58,retired,married,secondary,no,14412,no,no,cellular,18,nov,297,1,-1,0,unknown,no
37,management,married,tertiary,no,3288,no,no,cellular,8,aug,124,2,-1,0,unknown,no
30,technician,single,secondary,no,57,no,no,cellular,2,feb,465,2,-1,0,unknown,no
47,technician,married,secondary,no,2246,yes,no,cellular,10,jul,330,1,-1,0,unknown,no
40,technician,married,secondary,no,4441,yes,no,cellular,20,nov,153,2,183,2,failure,no
42,management,divorced,tertiary,no,0,no,no,unknown,19,may,131,2,-1,0,unknown,no
71,unknown,married,tertiary,no,353,no,no,cellular,27,jan,208,1,93,2,failure,no
54,blue-collar,married,secondary,no,448,yes,yes,cellular,5,aug,98,1,-1,0,unknown,no
53,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230,3,-1,0,unknown,yes
33,blue-collar,divorced,secondary,no,474,no,no,cellular,22,jul,400,2,-1,0,unknown,no
30,technician,single,tertiary,no,1185,yes,no,cellular,30,apr,284,1,339,1,failure,no
39,services,divorced,secondary,no,282,yes,no,cellular,17,jul,243,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,2,yes,no,cellular,15,may,16,9,309,1,failure,no
34,technician,single,secondary,no,60,no,no,cellular,7,aug,274,2,-1,0,unknown,no
39,self-employed,single,tertiary,no,3972,no,no,cellular,30,jul,122,3,-1,0,unknown,no
75,retired,married,secondary,no,26452,no,no,telephone,15,jul,219,2,-1,0,unknown,no
33,admin.,divorced,secondary,no,818,yes,yes,cellular,16,apr,301,3,-1,0,unknown,no
40,services,married,secondary,no,9374,yes,no,cellular,21,nov,7,8,185,1,failure,no
37,technician,married,unknown,no,47,no,no,unknown,19,jun,374,3,-1,0,unknown,no
69,retired,married,primary,no,279,no,no,telephone,12,aug,26,1,-1,0,unknown,no
52,unemployed,married,primary,no,20,yes,no,telephone,28,jan,172,1,-1,0,unknown,no
31,admin.,divorced,secondary,no,360,no,no,cellular,15,may,332,1,297,2,other,no
28,technician,single,secondary,no,1532,no,no,cellular,22,may,253,1,107,5,failure,no
29,management,single,tertiary,no,1673,no,no,cellular,16,aug,200,2,159,3,other,no
46,services,married,secondary,no,2420,no,no,cellular,19,nov,405,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,may,132,2,-1,0,unknown,no
41,admin.,married,secondary,no,0,no,no,unknown,20,jun,89,1,-1,0,unknown,no
42,technician,divorced,secondary,no,1533,no,yes,cellular,5,aug,86,1,-1,0,unknown,no
34,admin.,single,secondary,no,296,no,no,cellular,7,jul,147,4,-1,0,unknown,no
28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,yes
43,management,single,secondary,no,109,yes,no,unknown,27,may,64,3,-1,0,unknown,no
32,technician,married,secondary,no,485,no,no,cellular,26,aug,98,14,-1,0,unknown,no
33,technician,single,tertiary,no,125,no,no,telephone,29,aug,66,2,-1,0,unknown,no
70,retired,married,secondary,no,616,no,no,cellular,27,apr,149,2,182,1,failure,no
36,services,married,secondary,no,3064,yes,no,telephone,26,aug,240,3,107,4,failure,no
53,technician,married,secondary,no,206,no,no,cellular,26,aug,87,6,-1,0,unknown,no
30,blue-collar,single,secondary,no,6900,no,no,cellular,21,nov,816,1,-1,0,unknown,no
45,services,divorced,secondary,no,-179,no,no,unknown,3,jul,155,2,-1,0,unknown,no
31,services,single,secondary,no,481,yes,no,cellular,20,nov,106,2,183,2,failure,no
28,admin.,married,secondary,no,12,yes,no,cellular,30,jan,73,3,256,3,other,no
45,blue-collar,married,primary,no,0,no,no,unknown,23,may,574,5,-1,0,unknown,no
51,management,married,tertiary,no,176,yes,yes,unknown,1,jun,8,1,687,2,failure,no
53,management,married,primary,no,4086,no,no,unknown,20,jun,14,3,-1,0,unknown,no
40,technician,married,secondary,no,257,yes,no,unknown,16,may,731,4,-1,0,unknown,no
53,blue-collar,married,primary,no,53,yes,no,cellular,7,apr,208,1,140,1,failure,no
31,blue-collar,divorced,secondary,no,6,yes,no,cellular,29,jan,821,1,-1,0,unknown,no
30,management,married,tertiary,no,562,no,no,cellular,21,aug,137,4,-1,0,unknown,no
53,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,may,101,3,-1,0,unknown,no
40,blue-collar,married,primary,no,2805,yes,no,cellular,14,may,173,6,353,23,failure,no
26,management,single,secondary,no,565,yes,no,unknown,6,jun,582,11,-1,0,unknown,no
47,blue-collar,married,secondary,no,0,yes,no,cellular,21,jul,676,1,-1,0,unknown,no
51,management,married,tertiary,no,1612,no,no,cellular,16,mar,384,1,182,5,failure,no
45,unemployed,married,primary,no,180,yes,yes,unknown,27,may,62,2,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,21,jul,295,3,-1,0,unknown,no
36,management,single,tertiary,no,876,yes,no,unknown,23,may,241,2,-1,0,unknown,no
57,admin.,married,secondary,no,2137,no,no,telephone,8,jul,132,7,-1,0,unknown,no
42,blue-collar,married,primary,no,260,yes,no,telephone,31,jul,175,2,-1,0,unknown,no
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,yes
30,management,married,tertiary,no,944,no,no,cellular,29,oct,251,2,-1,0,unknown,yes
36,technician,married,secondary,no,2394,no,no,cellular,14,aug,184,2,-1,0,unknown,no
43,technician,married,secondary,no,297,yes,no,cellular,14,oct,119,3,-1,0,unknown,no
69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,yes
31,technician,single,tertiary,no,969,no,no,cellular,15,jun,95,1,-1,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,14,jul,125,2,-1,0,unknown,no
26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,6,may,207,1,363,2,failure,no
46,technician,married,secondary,no,410,no,yes,cellular,21,nov,162,5,-1,0,unknown,no
30,technician,married,secondary,no,1211,yes,no,cellular,18,may,176,1,-1,0,unknown,no
33,management,single,tertiary,no,71,no,no,cellular,22,aug,107,6,-1,0,unknown,no
34,management,married,tertiary,no,436,yes,no,cellular,17,apr,28,1,345,1,failure,no
48,blue-collar,married,primary,no,559,yes,no,unknown,15,may,1231,2,-1,0,unknown,no
31,management,married,tertiary,no,1170,no,no,cellular,20,aug,200,4,-1,0,unknown,no
46,management,divorced,tertiary,no,25,no,no,unknown,26,may,103,2,-1,0,unknown,no
40,services,married,secondary,no,1325,no,no,unknown,11,jun,150,2,-1,0,unknown,no
39,entrepreneur,married,secondary,no,0,no,no,cellular,21,nov,108,7,-1,0,unknown,no
33,technician,single,secondary,no,647,yes,yes,cellular,4,feb,124,1,273,1,other,no
50,blue-collar,married,primary,no,2142,yes,no,cellular,29,jan,309,2,224,1,other,no
84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,unknown,yes
40,blue-collar,married,primary,no,177,yes,yes,telephone,21,jul,742,4,-1,0,unknown,no
55,management,married,tertiary,no,236,no,no,cellular,4,aug,200,1,-1,0,unknown,no
40,services,divorced,secondary,no,1959,yes,no,unknown,30,may,177,1,-1,0,unknown,no
46,admin.,married,primary,no,96,no,no,telephone,4,feb,151,2,-1,0,unknown,no
43,self-employed,single,tertiary,no,0,no,no,unknown,19,jun,147,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,250,yes,no,unknown,29,may,193,6,-1,0,unknown,no
35,technician,single,secondary,no,126,no,no,cellular,22,aug,112,2,-1,0,unknown,no
57,retired,married,unknown,no,1621,yes,no,unknown,19,jun,108,1,-1,0,unknown,no
25,student,single,secondary,no,8,no,no,cellular,22,apr,107,2,-1,0,unknown,yes
32,self-employed,married,tertiary,no,189,yes,no,unknown,6,jun,106,2,-1,0,unknown,no
52,retired,single,secondary,no,316,no,no,cellular,12,may,463,3,-1,0,unknown,no
31,self-employed,single,tertiary,yes,-282,yes,no,cellular,20,nov,131,3,-1,0,unknown,no
34,management,married,tertiary,no,-308,yes,no,cellular,30,apr,140,2,-1,0,unknown,no
42,technician,divorced,secondary,no,248,no,no,cellular,19,aug,163,4,-1,0,unknown,no
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,yes
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76,1,-1,0,unknown,yes
30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,1,-1,0,unknown,yes
33,services,single,secondary,no,358,yes,no,cellular,7,may,302,1,356,3,failure,no
56,technician,single,tertiary,no,917,no,no,unknown,9,jun,306,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,1268,yes,no,cellular,15,may,259,3,-1,0,unknown,no
33,technician,married,secondary,no,-163,yes,yes,cellular,8,aug,502,2,-1,0,unknown,no
32,management,single,tertiary,no,473,yes,no,cellular,11,may,72,2,361,1,other,no
34,management,married,tertiary,no,4831,yes,no,cellular,4,feb,265,1,-1,0,unknown,no
37,technician,married,secondary,no,1063,yes,no,cellular,31,jul,413,2,-1,0,unknown,no
30,management,married,secondary,no,0,yes,no,cellular,12,may,756,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,424,yes,yes,unknown,14,may,241,2,-1,0,unknown,no
56,unemployed,divorced,primary,no,802,no,no,telephone,3,feb,258,2,-1,0,unknown,no
31,management,married,tertiary,no,430,yes,no,cellular,25,jul,137,16,-1,0,unknown,no
